Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
1,105.9,1m 45.9s,55.30878556,10.46367416,Starting Motors,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.2,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
2,106,1m 46s,55.30878553,10.46367413,Starting Motors,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.2,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1.1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
3,106.1,1m 46.1s,55.30878558,10.46367402,Starting Motors,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.6,0.2,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1.1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
4,106.2,1m 46.2s,55.30878558,10.46367395,Starting Motors,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.2,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1.1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
5,106.3,1m 46.3s,55.30878559,10.46367387,Starting Motors,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1.1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
6,106.4,1m 46.4s,55.3087856,10.46367381,Starting Motors,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
7,106.5,1m 46.5s,55.30878572,10.46367375,Starting Motors,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
8,106.6,1m 46.6s,55.30878574,10.46367375,Starting Motors,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1.1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
9,106.7,1m 46.7s,55.30878575,10.46367377,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,1.1,0.5,0.8,0.3,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1.1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
10,106.8,1m 46.8s,55.30878576,10.4636738,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,55.30878494,10.46367709,20,5,86,24.415,0,6.104,6.104,6.104,6.104,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1024,,,,,
11,106.9,1m 46.9s,55.30878576,10.46367383,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1062,,,,,
12,107,1m 47s,55.30878574,10.46367397,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1067,,,,,
13,107.1,1m 47.1s,55.30878568,10.46367399,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.6,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1069,,,,,
14,107.2,1m 47.2s,55.30878563,10.46367402,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,1.1,0.5,0.8,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1.1,61.2,61.2,1024,1024,1024,1024,1076,,,,,
15,107.3,1m 47.3s,55.30878561,10.46367403,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1.1,61.2,61.2,1024,1024,1024,1024,1069,,,,,
16,107.4,1m 47.4s,55.30878551,10.46367404,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,1.1,0.5,0.7,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1084,,,,,
17,107.5,1m 47.5s,55.3087855,10.46367405,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.6,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1084,,,,,
18,107.6,1m 47.6s,55.30878548,10.46367411,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.6,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1107,,,,,
19,107.7,1m 47.7s,55.30878547,10.46367419,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1.1,61.2,61.2,1024,1024,1024,1024,1107,,,,,
20,107.8,1m 47.8s,55.30878545,10.4636743,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.6,0.2,55.30878494,10.46367709,20,5,86,24.399,0,6.1,6.1,6.1,6.1,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1112,,,,,
21,107.9,1m 47.9s,55.30878537,10.46367435,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.5,0.2,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0,0,0,-2.9,-1,61.2,61.2,1024,1024,1024,1024,1092,,,,,
22,108,1m 48s,55.30878532,10.4636744,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.5,0.2,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0,0,0,-3,-0.9,61.2,61.2,1024,1024,1024,1024,1077,,,,,
23,108.1,1m 48.1s,55.30878529,10.46367447,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.6,0.2,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0,0,0,-3.5,-0.9,61.4,61.4,1024,1024,1024,1024,1077,,,,,
24,108.2,1m 48.2s,55.30878542,10.46367441,Manual Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.6,0.2,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0,0,0,-4.9,-1.4,61.6,61.6,1024,1024,1024,1024,1090,,,,,
25,108.3,1m 48.3s,55.30878556,10.4636745,Manual Takeoff,0.0,0.0,0.7,0.2,0.4,0.2,1.1,0.5,0.6,0.2,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0.2,0,-0.1,-6.8,-1.7,61.7,61.7,1024,1024,1024,1024,1109,,,,,
26,108.4,1m 48.4s,55.30878577,10.4636747,P-GPS,0.0,0.0,0.7,0.2,0.4,0.2,0.0,0.0,0.6,0.2,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0.2,0.1,-0.2,-5.1,-1.3,61.6,61.6,1024,1024,1024,1024,1111,,,,,
27,108.5,1m 48.5s,55.30878605,10.46367501,P-GPS,0.0,0.0,0.7,0.2,0.7,0.3,0.0,0.0,0.6,0.2,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0.3,0.1,-0.2,-2,0,61.6,61.6,1024,1024,1024,1024,1106,,,,,
28,108.6,1m 48.6s,55.30878636,10.46367532,P-GPS,0.0,0.0,1.0,0.3,0.7,0.3,1.1,0.5,0.7,0.2,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0.3,0.1,-0.2,0.4,0.8,61.6,61.6,1024,1024,1024,1024,1104,,,,,
29,108.7,1m 48.7s,55.30878681,10.46367551,P-GPS,0.0,0.0,1.0,0.3,0.5,0.2,1.1,0.5,0.8,0.2,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0.2,0.1,-0.2,1.5,1.1,61.6,61.6,1024,1024,1024,1024,1123,,,,,
30,108.8,1m 48.8s,55.30878709,10.46367576,P-GPS,0.3,0.1,1.0,0.3,0.5,0.2,1.5,0.7,0.9,0.3,55.30878494,10.46367709,20,5,86,24.246,0,6.062,6.062,6.062,6.062,0.2,0.1,-0.2,1.9,1.3,61.6,61.6,1024,1024,1024,1024,1160,,,,,
31,108.9,1m 48.9s,55.30878736,10.46367598,P-GPS,0.3,0.1,1.0,0.3,0.4,0.2,1.1,0.5,0.8,0.2,55.30878556,10.4636745,20,5,86,24.431,0,6.108,6.108,6.108,6.108,0.2,0,-0.1,1.8,1.6,61.6,61.6,1024,1024,1024,1024,1178,,,,,Home Point Updated
32,109,1m 49s,55.3087876,10.4636761,P-GPS,0.3,0.1,1.3,0.4,0.4,0.2,0.0,0.0,0.9,0.3,55.30878556,10.4636745,21,5,86,24.431,0,6.108,6.108,6.108,6.108,0.2,0,-0.1,1.5,1.7,61.5,61.5,1024,1024,1024,1024,1201,,,Home Point Recorded. RTH Altitude:  30m.,,
33,109.1,1m 49.1s,55.30878778,10.46367609,P-GPS,0.3,0.1,1.3,0.4,0.4,0.2,0.0,0.0,0.9,0.3,55.30878556,10.4636745,21,5,86,24.431,0,6.108,6.108,6.108,6.108,0.2,0,-0.1,1.2,1.9,61.5,61.5,1024,1024,1024,1024,1221,,,,,
34,109.2,1m 49.2s,55.30878796,10.46367603,P-GPS,0.3,0.1,1.3,0.4,0.4,0.2,0.0,0.0,0.9,0.3,55.30878556,10.4636745,21,5,86,24.431,0,6.108,6.108,6.108,6.108,0.2,0,-0.2,0.8,1.9,61.5,61.5,1024,1024,1024,1024,1234,,,,,
35,109.3,1m 49.3s,55.3087881,10.46367587,P-GPS,0.3,0.1,1.3,0.4,0.4,0.2,0.0,0.0,1.0,0.3,55.30878556,10.4636745,21,5,86,24.431,0,6.108,6.108,6.108,6.108,0.2,0,-0.2,0.5,1.9,61.5,61.5,1024,1024,1024,1024,1254,,,,,
36,109.4,1m 49.4s,55.30878825,10.4636757,P-GPS,0.3,0.1,1.6,0.5,0.2,0.1,0.0,0.0,1.0,0.3,55.30878556,10.4636745,21,5,86,24.431,0,6.108,6.108,6.108,6.108,0.1,0,-0.3,0.3,2.2,61.5,61.5,1024,1024,1024,1024,1268,,,,,
37,109.5,1m 49.5s,55.30878839,10.46367534,P-GPS,0.7,0.2,1.6,0.5,0.2,0.1,0.0,0.0,1.1,0.3,55.30878556,10.4636745,21,5,86,24.431,0,6.108,6.108,6.108,6.108,0.1,0,-0.3,0,2.3,61.5,61.5,1024,1024,1024,1024,1271,,,,,
38,109.6,1m 49.6s,55.30878853,10.46367518,P-GPS,0.7,0.2,1.6,0.5,0.2,0.1,0.0,0.0,1.1,0.3,55.30878556,10.4636745,21,5,86,24.431,0,6.108,6.108,6.108,6.108,0.1,0,-0.4,0,2.2,61.4,61.4,1024,1024,1024,1024,1274,,,,,
39,109.7,1m 49.7s,55.30878863,10.46367503,P-GPS,1.0,0.3,2.0,0.6,0.0,0.0,0.0,0.0,1.1,0.3,55.30878556,10.4636745,21,5,86,24.431,0,6.108,6.108,6.108,6.108,0,0,-0.5,-0.2,2.1,61.4,61.4,1024,1024,1024,1024,1287,,,,,
40,109.8,1m 49.8s,55.30878871,10.46367488,P-GPS,1.0,0.3,2.3,0.7,0.2,0.1,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.431,0,6.108,6.108,6.108,6.108,0,-0.1,-0.6,-0.2,2.2,61.5,61.5,1024,1024,1024,1024,1295,,,,,
41,109.9,1m 49.9s,55.30878884,10.46367477,P-GPS,1.3,0.4,2.3,0.7,0.2,0.1,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,-0.1,-0.7,-0.2,2.3,61.5,61.5,1024,1024,1024,1024,1287,,,,,
42,110,1m 50s,55.30878893,10.46367463,P-GPS,1.6,0.5,2.6,0.8,0.2,0.1,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,-0.1,-0.7,-0.3,2.4,61.5,61.5,1024,1024,1024,1024,1290,,,,,
43,110.1,1m 50.1s,55.30878903,10.46367452,P-GPS,2.0,0.6,3.0,0.9,0.2,0.1,0.0,0.0,1.3,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,-0.1,-0.8,-0.4,2.2,61.5,61.5,1024,1024,1024,1024,1280,,,,,
44,110.2,1m 50.2s,55.30878906,10.46367438,P-GPS,2.3,0.7,3.3,1.0,0.2,0.1,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,-0.1,-0.8,-0.5,1.9,61.5,61.5,1024,1024,1024,1024,1271,,,,,
45,110.3,1m 50.3s,55.30878904,10.46367417,P-GPS,2.3,0.7,3.6,1.1,0.2,0.1,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,0,-0.8,-0.8,2.3,61.6,61.6,1024,1024,1024,1024,1272,,,,,
46,110.4,1m 50.4s,55.30878897,10.46367405,P-GPS,2.6,0.8,3.6,1.1,0.0,0.0,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,0,-0.8,-0.8,2.1,61.5,61.5,1024,1024,1024,1024,1272,,,,,
47,110.5,1m 50.5s,55.30878891,10.46367387,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,0,-0.8,-0.7,1.7,61.5,61.5,1024,1024,1024,1024,1269,,,,,
48,110.6,1m 50.6s,55.30878889,10.4636737,P-GPS,3.3,1.0,4.3,1.3,0.0,0.0,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,0,-0.8,-0.9,1.5,61.6,61.6,1024,1024,1024,1024,1265,,,,,
49,110.7,1m 50.7s,55.30878893,10.46367353,P-GPS,3.6,1.1,4.6,1.4,0.0,0.0,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,0,-0.8,-1.1,1.6,61.6,61.6,1024,1024,1024,1024,1254,,,,,
50,110.8,1m 50.8s,55.30878896,10.46367325,P-GPS,3.9,1.2,4.9,1.5,0.0,0.0,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.393,0,6.098,6.098,6.098,6.098,0,0,-0.7,-1.3,1.6,61.6,61.6,1024,1024,1024,1024,1253,,,,,
51,110.9,1m 50.9s,55.30878894,10.46367304,P-GPS,3.9,1.2,4.9,1.5,0.0,0.0,0.0,0.0,1.3,0.4,55.30878556,10.4636745,21,5,86,24.394,0,6.099,6.099,6.099,6.099,0,0,-0.7,-1.3,1.5,61.6,61.6,1024,1024,1024,1024,1247,,,,,
52,111,1m 51s,55.30878891,10.46367287,P-GPS,4.3,1.3,5.2,1.6,0.0,0.0,0.0,0.0,1.3,0.4,55.30878556,10.4636745,21,5,86,24.394,0,6.099,6.099,6.099,6.099,0,0,-0.7,-1.3,1.5,61.6,61.6,1024,1024,1024,1024,1236,,,,,
53,111.1,1m 51.1s,55.30878888,10.46367271,P-GPS,4.6,1.4,5.6,1.7,0.0,0.0,1.1,0.5,1.3,0.4,55.30878556,10.4636745,21,5,86,24.394,0,6.099,6.099,6.099,6.099,0,0,-0.6,-1.3,1.4,61.7,61.7,1024,1024,1024,1024,1234,,,,,
54,111.2,1m 51.2s,55.30878887,10.4636725,P-GPS,4.6,1.4,5.9,1.8,0.0,0.0,0.0,0.0,1.3,0.4,55.30878556,10.4636745,21,5,86,24.394,0,6.099,6.099,6.099,6.099,0,0,-0.6,-1,1.2,61.7,61.7,1024,1024,1024,1024,1210,,,,,
55,111.3,1m 51.3s,55.30878884,10.46367242,P-GPS,4.9,1.5,5.9,1.8,0.0,0.0,0.0,0.0,1.3,0.4,55.30878556,10.4636745,21,5,86,24.394,0,6.099,6.099,6.099,6.099,0,0,-0.6,-1,1.2,61.7,61.7,1024,1024,1024,1024,1104,,,,,
56,111.4,1m 51.4s,55.30878881,10.46367233,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,1.2,0.4,55.30878556,10.4636745,21,5,86,24.394,0,6.099,6.099,6.099,6.099,0,0,-0.5,-1,1,61.7,61.7,1024,1024,1024,1024,1024,,,,,
57,111.5,1m 51.5s,55.3087888,10.46367218,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,1.1,0.5,1.3,0.4,55.30878556,10.4636745,21,5,86,24.394,0,6.099,6.099,6.099,6.099,0,0,-0.4,-0.7,1.5,61.7,61.7,1024,1024,1337,1024,1024,,,,,
58,111.6,1m 51.6s,55.30878894,10.46367207,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,24.394,0,6.099,6.099,6.099,6.099,0,0,-0.3,-0.5,1.9,61.7,61.7,1024,1024,1684,1024,1024,,,,,
59,111.8,1m 51.8s,55.30878912,10.46367182,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,24.394,0,6.099,6.099,6.099,6.099,0,0,0,-1.1,2.1,61.6,61.6,1024,1024,1684,1024,1024,,,,,
60,111.9,1m 51.9s,55.30878919,10.46367165,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-1.2,2,61.6,61.6,1024,1024,1684,1024,1024,,,,,
61,112,1m 52s,55.30878923,10.46367153,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.5,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-1.3,1.8,61.5,61.5,1024,1024,1684,1024,1024,,,,,
62,112.1,1m 52.1s,55.30878922,10.46367152,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.5,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-1.3,1.5,61.5,61.5,1024,1024,1684,1024,1024,,,,,
63,112.2,1m 52.2s,55.30878919,10.46367151,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-1.1,1.5,61.5,61.5,1024,1024,1684,1024,1024,,,,,
64,112.3,1m 52.3s,55.30878914,10.46367149,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-1.1,1.6,61.5,61.5,1024,1024,1280,1024,1024,,,,,
65,112.4,1m 52.4s,55.3087891,10.46367147,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-1,1.8,61.5,61.5,1024,1024,364,1024,1024,,,,,
66,112.5,1m 52.5s,55.30878893,10.4636715,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,1.1,0.5,1.4,0.4,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-1,2,61.5,61.5,1024,1024,364,1024,1024,,,,,
67,112.6,1m 52.6s,55.30878892,10.46367148,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-1,2,61.5,61.5,1024,1024,364,1024,1024,,,,,
68,112.7,1m 52.7s,55.30878891,10.46367148,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-0.9,2,61.5,61.5,1024,1024,364,1024,1024,,,,,
69,112.8,1m 52.8s,55.30878892,10.46367147,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,24.161,0,6.04,6.04,6.04,6.04,0,0,0,-0.9,2,61.6,61.6,1024,1024,364,1024,1024,,,,,
70,112.9,1m 52.9s,55.30878897,10.46367147,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-0.9,2,61.6,61.6,1024,1024,364,1024,1024,,,,,
71,113,1m 53s,55.30878901,10.46367144,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,1.5,0.7,1.4,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-1,2,61.6,61.6,1024,1024,364,1024,1024,,,,,
72,113.1,1m 53.1s,55.30878906,10.46367143,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-1.2,2,61.6,61.6,1024,1024,364,1024,1024,,,,,
73,113.2,1m 53.2s,55.30878907,10.46367142,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-1.1,1.7,61.6,61.6,1024,1024,364,1024,1024,,,,Landing gear lowered.Obstacle Avoidance Disabled.,
74,113.3,1m 53.3s,55.30878913,10.46367134,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-1.1,1.5,61.7,61.7,1024,1024,364,1024,1024,,,,,
75,113.4,1m 53.4s,55.30878912,10.46367135,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-1,1.5,61.7,61.7,1024,1024,364,1024,1024,,,,,
76,113.5,1m 53.5s,55.30878911,10.46367134,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-0.8,1.7,61.7,61.7,1024,1024,364,1024,1024,,,,,
77,113.6,1m 53.6s,55.3087891,10.46367135,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-0.8,1.9,61.7,61.7,1024,1024,364,1024,1024,,,,,
78,113.7,1m 53.7s,55.3087891,10.4636714,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-0.7,1.9,61.6,61.6,1024,1024,364,1024,1024,,,,,
79,113.8,1m 53.8s,55.30878908,10.46367142,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.493,0,5.873,5.873,5.873,5.873,0,0,0,-0.6,1.8,61.6,61.6,1024,1024,364,1024,1024,,,,,
80,113.9,1m 53.9s,55.3087891,10.46367147,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.022,0,5.756,5.756,5.756,5.756,0,0,0,-0.6,1.7,61.6,61.6,1024,1024,364,1024,1024,,,,,
81,114,1m 54s,55.30878911,10.46367153,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,23.022,0,5.756,5.756,5.756,5.756,0,0,0,-0.5,1.8,61.6,61.6,1024,1024,364,1024,1024,,,,,
82,114.1,1m 54.1s,55.30878912,10.4636716,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.022,0,5.756,5.756,5.756,5.756,0,0,0,-0.5,1.8,61.6,61.6,1024,1024,364,1024,1024,,,,,
83,114.2,1m 54.2s,55.30878915,10.46367172,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.022,0,5.756,5.756,5.756,5.756,0,0,0,-0.4,1.9,61.6,61.6,1024,1024,364,1024,1024,,,,,
84,114.3,1m 54.3s,55.30878916,10.46367179,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,23.022,0,5.756,5.756,5.756,5.756,0,0,0,-0.3,1.9,61.5,61.5,1024,1024,364,1024,1024,,,,,
85,114.4,1m 54.4s,55.30878917,10.46367185,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.022,0,5.756,5.756,5.756,5.756,0,0,0,-0.2,1.9,61.5,61.5,1024,1024,364,1024,1024,,,,,
86,114.5,1m 54.5s,55.30878917,10.46367191,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.5,0.4,55.30878556,10.4636745,21,5,86,23.022,0,5.756,5.756,5.756,5.756,0,0,0,-0.2,2,61.5,61.5,1024,1024,364,1024,1024,,,,,
87,114.6,1m 54.6s,55.30878914,10.46367195,P-GPS,5.6,1.7,6.6,2.0,0.0,0.0,0.0,0.0,1.4,0.4,55.30878556,10.4636745,21,5,86,23.022,0,5.756,5.756,5.756,5.756,0,0,0,-0.2,1.9,61.5,61.5,1024,1024,364,1024,1024,,,,,
